,date,title,cat1,cat2,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
383,"January 26, 2021",One Funny Mother grows earnings by 65% with in-stream ads for FB Live,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/one-funny-mother-in-stream-ads-facebook-live,[],0,0,0,0,0
384,"January 22, 2021",TNT Sports Chile (formerly known as CDF) triples its earnings by betting on the production of longer videos formats,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/tnt-sports-chile-formerly-known-as-cdf-triples-its-earnings-by-betting-on-the-production-of-longer-videos-formats,[],0,0,0,0,0
385,"January 20, 2021","Facebook Training Program Reaches 1,000 Journalists in Turkey",SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/2020-training-turkey-journalists,[],0,0,0,0,0
386,"January 19, 2021",Training Resources to Aid in Fact-Checking Health Misinformation,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/programs/third-party-fact-checking/fact-checking-health-misinformation-resources,[],0,0,0,0,0
387,"January 19, 2021",How The Professor Built a Holistic Social Revenue Strategy | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/the-professor-succeeds-strategy-across-facebook-and-instagram,[],0,0,0,0,0
388,"January 19, 2021",How Brazilian Public Figures Aligned with NGOs Used Facebook Live to Lift Black Voices,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-brazilian-public-figures-aligned-with-ngos-used-facebook-live-to-lift-black-voices,[],0,0,0,0,0
389,"January 18, 2021",Facebook and AUC launch Egypt COVID-19 Media Relief Project,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/egypt-covid-19-media-relief-project,[],0,0,0,0,0
390,"June 30, 2021",Success Stories: SportsCenter’s Top 10 | Facebook for Media,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/espn-sctop10,[],0,0,0,0,0
391,"January 8, 2021",Italy-based publisher Cookist Wow engages an audience of 18 million with Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/italy-based-publisher-cookist-wow-engages-an-audience-of-18-million-with-facebook,[],0,0,0,0,0
392,"January 4, 2021",How Tastemade Leveraged Library Content to Engage Audiences in Quarantine,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-tastemade-leveraged-library-content-to-engage-audiences-in-quarantine,[],0,0,0,0,0
393,"December 28, 2020",Travel vlogger uses Stars to monetize live tours of Italy,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/idressitalian-builds-community,[],0,0,0,0,0
394,"December 27, 2020",Julian Edelman: Moving the Markers on Social,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/julian-edelman-moving-the-markers-on-social,[],0,0,0,0,0
395,"December 22, 2020",Martha’s Vineyard African American Film Festival Brought to Life Exclusively on Facebook in 2020,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/marthas-vineyard-african-american-film-festival-brought-to-life-exclusively-on-facebook-in-2020,[],0,0,0,0,0
396,"December 21, 2020",Tired ‘N Tested utilizes Facebook video to connect with fans and build business,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/tired-n-tested-connects-with-fans,[],0,0,0,0,0
397,"December 21, 2020",Fundraising Tips for Newsrooms,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/newsrooms-fundraising-tips,[],0,0,0,0,0
398,"December 21, 2020",How Rick Shiels Rapidly Grew His Audience and Revenue Over His First Year on Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-rick-shiels-rapidly-grew-his-audience-and-revenue-over-his-first-year-on-facebook,[],0,0,0,0,0
399,"December 18, 2020",How Spurs are leveraging Facebook and Instagram to support all areas of their business,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-spurs-are-leveraging-facebook-and-instagram-to-support-all-areas-of-their-business,[],0,0,0,0,0
400,"December 18, 2020",FIVB Emphasizes Long-Form Facebook Video to Entertain Fans and Earn Revenue During COVID-19,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/fivb-emphasizes-long-form-facebook-video-to-entertain-fans-and-earn-revenue-during-covid-19,[],0,0,0,0,0
401,"December 17, 2020",Brut: Using Reels To Level Up Storytelling,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/brut-using-reels-to-level-up-storytelling,[],0,0,0,0,0
402,"December 17, 2020",Adapting During Adversity,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/adapting-during-adversity,[],0,0,0,0,0
403,"December 17, 2020",Freeda: Better Branded Content,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/freeda-better-branded-content,[],0,0,0,0,0
404,"December 17, 2020",MotoGP Shifts Instagram Video Strategy to Succeed with Reels,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/motogp-shifts-instagram-video-strategy-to-succeed-with-reels,[],0,0,0,0,0
405,"December 16, 2020",Launching a Fact-Checking Fellowship in the US with the National Association of Black Journalists,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/third-party-fact-checking/nabj-fellowship,[],0,0,0,0,0
406,"December 16, 2020","RTLZWEI: Working Smart, Not Hard",SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/rtlzwei-working-smart-not-hard,[],0,0,0,0,0
407,"December 11, 2020",How Emerging Artist Dalex Grew Facebook and Instagram Following by Over 200%,ANNOUNCEMENTS,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-emerging-artist-dalex-grew-facebook-and-instagram-following-by-over-200,[],0,0,0,0,0
408,"December 9, 2020",Registering Arabic News Pages on Facebook,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/registering-news-pages-arabic,[],0,0,0,0,0
409,"December 4, 2020",DIMAYOR Increased Their Performance By Using Long Form Video And Premieres,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/dimayor-increased-their-performance-by-using-long-form-video-and-premieres,[],0,0,0,0,0
410,"December 4, 2020",4 Tips For Using Messenger Rooms At Virtual Events,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/messenger-rooms-virtual-events,[],0,0,0,0,0
411,"December 3, 2020",How Local Newsrooms in the French Accelerator Generated More Than €8 Million in Customer Lifetime Value,PROGRAM IMPACT,JOURNALISM,https://www.facebook.com/journalismproject/programs/accelerator/french-newsrooms-increase-subscriptions-despite-pandemic,[],0,0,0,0,0
412,"December 3, 2020",Fans Join Facebook + Kick It Out To Take a Stand Against Discrimination,ANNOUNCEMENTS,,https://www.facebook.com/formedia/fans-join-facebook-x-kick-it-out-to-take-a-stand-against-discrimination,[],0,0,0,0,0
413,"December 2, 2020",Award show gives fans AAA Access via Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/golden-bell-awards-alice-ko-taiwan,[],0,0,0,0,0
414,"December 1, 2020",Manchester City Leverages Facebook and Instagram to Boost Sales of New Kits,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/manchester-city-leverages-facebook-and-instagram-to-boost-sales-of-new-kits,[],0,0,0,0,0
415,"November 30, 2020",Subversion Jiu Jitsu Uses Facebook Paid Online Events to Bring its Fights to Fans at Home,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/subversion-jiu-jitsu-uses-facebook-paid-online-events-to-bring-its-fights-to-fans-at-home,[],0,0,0,0,0
416,"November 30, 2020",How to monetize back catalogue and un-aired content to increase revenue and followers on Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-to-monetize-back-catalogue-and-un-aired-content-to-increase-revenue-and-followers-on-facebook,[],0,0,0,0,0
417,"November 30, 2020",Facebook Extends UK Community News Journalism Training Programme,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-extends-uk-community-news-project,[],0,0,0,0,0
418,"November 30, 2020",Delta Goodrem Grows International Fanbase With #TheBunkerdownSessions,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/delta-goodrem-grows-international-fanbase-with-thebunkerdownsessions,[],0,0,0,0,0
419,"November 23, 2020",3 video best practices to try on Facebook,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/three-video-best-practices,[],0,0,0,0,0
420,"November 20, 2020",Digital publisher Badabun invests in original video content to achieve massive gains in revenue and watch time,ANNOUNCEMENTS,MEDIA,https://www.facebook.com/facebookmedia/success-stories/digital-publisher-badabun-invests-in-original-video-content-to-achieve-massive-gainsin-revenue-and-watch-time,[],0,0,0,0,0
421,"November 18, 2020",How Red Bull Leverages Instagram Reels to Reach a New Global Audience,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-red-bull-leverages-instagram-reels-to-reach-a-new-global-audience,[],0,0,0,0,0
422,"November 16, 2020",Kayla Itsines and SWEAT Support Women Worldwide Through Monday Night Meetups on Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/kayla-itsines-and-sweat-support-women-worldwide-through-monday-night-meetups-on-facebook,[],0,0,0,0,0
423,"November 16, 2020",New Monetization Opportunities for Creators on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/new-monetization-opportunities-for-creators-on-facebook,[],0,0,0,0,0
424,"November 16, 2020",Report For America Shares Tips For Foundation Fundraising,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/rfa-foundation-fundraising,[],0,0,0,0,0
425,"November 13, 2020",AdamW uses Facebook video to build community & boost revenue,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/adamw-build-community-boost-revenue,[],0,0,0,0,0
426,"November 12, 2020",Create AR effects & discover Reels in Instagram Next’s Day 2 | Meta for Creators | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/instagram-next-day-2,[],0,0,0,0,0
427,"November 5, 2020","In Partnership with ICFJ, Facebook Launches the Youth Talents Journalism Program in Brazil",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-youth-talents-journalism-program-brasil,[],0,0,0,0,0
428,"November 5, 2020",Conmebol Libertadores increase reach by crossposting with clubs and athletes,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/conmebol-libertadores-increase-reach-by-crossposting-with-clubs-and-athletes,[],0,0,0,0,0
429,"November 4, 2020",How Da Naza reached 2 million followers in less than a year,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/da-naza-reached-2-million-followers,[],0,0,0,0,0
430,"October 30, 2020","ter.a.pia: washing dishes, telling stories and connecting people | Meta for Creators",SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/ter-a-pia-connecting-people,[],0,0,0,0,0
431,"October 26, 2020",Report: Engagement Trends of Safe News Reporting on Suicide on Facebook,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/suicide-news-reporting,[],0,0,0,0,0
432,"October 22, 2020",ICC Drives Hundreds of Millions of Monetizable Video Views Around Global Events,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/icc-drives-hundreds-of-millions-of-monetizable-video-views-around-global-events,[],0,0,0,0,0
433,"October 22, 2020",An Evening With Elton John and Facebook,SUCCESS STORIES,,https://www.facebook.com/formedia/success-stories/an-evening-with-elton-john-and-facebook,[],0,0,0,0,0
434,"October 20, 2020",Making the beauty of ballet available to all,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/making-the-beauty-of-ballet-available-to-all,[],0,0,0,0,0
435,"October 20, 2020",Meet the 20 US Newsrooms Participating in the Facebook Sustainability Accelerator,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/accelerator/sustainability-accelerator-participants,[],0,0,0,0,0
436,"October 20, 2020",Facebook Journalism Project and WAN-IFRA Land a New Executive Program in Latin America,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/WAN-IFRA-LATAM-cultural-change-program,[],0,0,0,0,0
437,"October 15, 2020",How A Cross-Border Collaboration Resulted in Millions of Video Views on Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-a-cross-border-collaboration-resulted-in-millions-of-video-views-on-facebook,[],0,0,0,0,0
438,"October 15, 2020","Fundación Gabo and Facebook Journalism Project Renew Alliance to Train More Than 2,000 Journalists in Latin America",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/fundacion-gabo-and-facebook,[],0,0,0,0,0
439,"October 14, 2020",Ellie Goulding dazzles Facebook fans with ‘Brightest Blue’,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/ellie-goulding-dazzles-facebook-fans-with-brightest-blue,[],0,0,0,0,0
440,"October 12, 2020",Facebook + Kick It Out tackle discrimination in football,ANNOUNCEMENTS,,https://www.facebook.com/formedia/facebook-x-kick-it-out-tackle-discrimination-in-football,[],0,0,0,0,0
441,"October 9, 2020",Emerging musicians strike a chord with fans during COVID-19,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/emerging-musicians-strike-a-chord-with-fans-during-covid-19,[],0,0,0,0,0
442,"October 8, 2020",4 Takeaways Instagram Local News Fellows Shared at ONA Everywhere 2020,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/instagram-local-news-fellows-ona-2020,[],0,0,0,0,0
443,"October 2, 2020",Brazilian Publisher AdoroCinema Generates 40 Million IGTV Views After Training Journalists to Host Instagram “Talk Shows”,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/adorocinema-instagram-igtv,[],0,0,0,0,0
444,"October 1, 2020",Applications Now Open for the Sustainability Accelerator,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/programs/accelerator/sustainability-accelerator-program,[],0,0,0,0,0
445,"October 1, 2020","ONA Conference 2020: Where To Find Facebook, Instagram & CrowdTangle",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/ona-everywhere-2020-facebook-instagram-crowdtangle,[],0,0,0,0,0
446,"September 29, 2020",FOPEA and Facebook Journalism Project Expand Partnership to Train Local Journalists in Argentina,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/FOPEA-and-facebook,[],0,0,0,0,0
447,"September 29, 2020",Creator Spotlight: More multi-talented creators making waves in Asia,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-5-more-asia-pacific-creators,[],0,0,0,0,0
448,"September 29, 2020",How Facebook helped mobilize AFL fans for a season return to empty stadiums,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/how-facebook-helped-mobilize-afl-fans-for-a-season-return-to-empty-stadiums,[],0,0,0,0,0
449,"September 28, 2020",Fact-Checking Innovation Initiative,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/fact-checking-innovation-initiative,[],0,0,0,0,0
450,"September 24, 2020",Chino Fernandez Wants To Entertain You,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/chino-fernandez,[],0,0,0,0,0
451,"September 24, 2020",Behind Facebook News: Looking Back and Ahead,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-news-interview,[],0,0,0,0,0
452,"September 21, 2020",Meet two food creators mastering how to reach younger readers and build return loyalty on Instagram.,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/food-creators-instagram-tactics,[],0,0,0,0,0
453,"September 18, 2020",5 tips for maintaining production & maximizing your content,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/5-tips-for-maximizing-your-content,[],0,0,0,0,0
